Project_ID,Control_Account_ID,Work_Package_ID,WBS_Code,Work_Package_Name,Control_Account_BAC_USD,Proposed_WP_Share_Pct,Proposed_WP_BAC_USD,Mapped_Task_Count,Coverage_Status,Allocation_Basis,Approval_Status,Candidate_Loaded_BAC_USD,Unresolved_BAC_USD,Phase3B_Status
P02,P02-CA01,P02-WP011,1.02.1.1,Needs Assessment,264000,50,132000,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,132000,0,RESOLVED_PHASE3G
P02,P02-CA01,P02-WP012,1.02.1.2,Project Definition,264000,50,132000,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,132000,0,RESOLVED_PHASE3G
P02,P02-CA02,P02-WP021,1.02.2.1,Preliminary Design (30%),792000,35,277200,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,277200,0,RESOLVED_PHASE3G
P02,P02-CA02,P02-WP022,1.02.2.2,Final Design (100%),792000,65,514800,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,514800,0,RESOLVED_PHASE3G
P02,P02-CA03,P02-WP031,1.02.3.1,Bid Package & Solicitation,616000,35,215600,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,215600,0,RESOLVED_PHASE3G
P02,P02-CA03,P02-WP032,1.02.3.2,Award & Mobilization,616000,65,400400,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,400400,0,RESOLVED_PHASE3G
P02,P02-CA04,P02-WP041,1.02.4.1,Pump & Motor Replacement,6336000,48,3041280,9,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,3041280,0,RESOLVED_PHASE3G
P02,P02-CA04,P02-WP042,1.02.4.2,Electrical Switchgear Upgrade,6336000,42,2661120,6,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,2661120,0,RESOLVED_PHASE3G
P02,P02-CA04,P02-WP043,1.02.4.3,Wetwell Structural Rehabilitation,6336000,10,633600,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,633600,0,RESOLVED_PHASE3G
P02,P02-CA05,P02-WP051,1.02.5.1,Startup & Functional Testing,528000,100,528000,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,528000,0,RESOLVED_PHASE3G
P02,P02-CA06,P02-WP061,1.02.6.1,Documentation & Turnover,264000,65,171600,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,171600,0,RESOLVED_PHASE3G
P02,P02-CA06,P02-WP062,1.02.6.2,Financial Closeout,264000,35,92400,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,92400,0,RESOLVED_PHASE3G
P03,P03-CA01,P03-WP011,1.03.1.1,Needs Assessment,609000,45,274050,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,274050,0,RESOLVED_PHASE3G
P03,P03-CA01,P03-WP012,1.03.1.2,Project Definition,609000,55,334950,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,334950,0,RESOLVED_PHASE3G
P03,P03-CA02,P03-WP021,1.03.2.1,Preliminary Design (30%),1827000,32,584640,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,584640,0,RESOLVED_PHASE3G
P03,P03-CA02,P03-WP022,1.03.2.2,Final Design (100%),1827000,68,1242360,6,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,1242360,0,RESOLVED_PHASE3G
P03,P03-CA03,P03-WP031,1.03.3.1,Bid Package & Solicitation,1421000,35,497350,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,497350,0,RESOLVED_PHASE3G
P03,P03-CA03,P03-WP032,1.03.3.2,Award & Mobilization,1421000,65,923650,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,923650,0,RESOLVED_PHASE3G
P03,P03-CA04,P03-WP041,1.03.4.1,Process Mechanical Installation,14210000,52,7389200,6,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,7389200,0,RESOLVED_PHASE3G
P03,P03-CA04,P03-WP042,1.03.4.2,Electrical & Instrumentation Installation,14210000,35,4973500,6,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,4973500,0,RESOLVED_PHASE3G
P03,P03-CA04,P03-WP043,1.03.4.3,Chemical Feed System Installation,14210000,13,1847300,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,1847300,0,RESOLVED_PHASE3G
P03,P03-CA05,P03-WP051,1.03.5.1,Process Startup & Functional Testing,1624000,55,893200,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,893200,0,RESOLVED_PHASE3G
P03,P03-CA05,P03-WP052,1.03.5.2,Performance / Acceptance Testing,1624000,30,487200,0,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,487200,0,RESOLVED_PHASE3G
P03,P03-CA05,P03-WP053,1.03.5.3,Regulatory Sign-off & SCADA Integration Checkout,1624000,15,243600,0,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,243600,0,RESOLVED_PHASE3G
P03,P03-CA06,P03-WP061,1.03.6.1,Documentation & Turnover,609000,70,426300,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,426300,0,RESOLVED_PHASE3G
P03,P03-CA06,P03-WP062,1.03.6.2,Financial Closeout,609000,30,182700,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,182700,0,RESOLVED_PHASE3G
P04,P04-CA01,P04-WP011,1.04.1.1,Needs Assessment,165000,50,82500,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,82500,0,RESOLVED_PHASE3G
P04,P04-CA01,P04-WP012,1.04.1.2,Project Definition,165000,50,82500,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,82500,0,RESOLVED_PHASE3G
P04,P04-CA02,P04-WP021,1.04.2.1,Preliminary Design (30%),385000,35,134750,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,134750,0,RESOLVED_PHASE3G
P04,P04-CA02,P04-WP022,1.04.2.2,Final Design (100%),385000,65,250250,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,250250,0,RESOLVED_PHASE3G
P04,P04-CA03,P04-WP031,1.04.3.1,Bid Package & Solicitation,385000,35,134750,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,134750,0,RESOLVED_PHASE3G
P04,P04-CA03,P04-WP032,1.04.3.2,Award & Mobilization,385000,65,250250,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,250250,0,RESOLVED_PHASE3G
P04,P04-CA04,P04-WP041,1.04.4.1,Tank Interior/Exterior Coating,4070000,73,2971100,7,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,2971100,0,RESOLVED_PHASE3G
P04,P04-CA04,P04-WP042,1.04.4.2,Structural Steel Repairs,4070000,20,814000,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,814000,0,RESOLVED_PHASE3G
P04,P04-CA04,P04-WP043,1.04.4.3,Cathodic Protection System Installation,4070000,7,284900,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,284900,0,RESOLVED_PHASE3G
P04,P04-CA05,P04-WP051,1.04.5.1,Startup & Functional Testing,330000,100,330000,0,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,330000,0,RESOLVED_PHASE3G
P04,P04-CA06,P04-WP061,1.04.6.1,Documentation & Turnover,165000,65,107250,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,107250,0,RESOLVED_PHASE3G
P04,P04-CA06,P04-WP062,1.04.6.2,Financial Closeout,165000,35,57750,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,57750,0,RESOLVED_PHASE3G
P05,P05-CA01,P05-WP011,1.05.1.1,Needs Assessment,444000,65,288600,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,288600,0,RESOLVED_PHASE3G
P05,P05-CA01,P05-WP012,1.05.1.2,Project Definition,444000,35,155400,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,155400,0,RESOLVED_PHASE3G
P05,P05-CA02,P05-WP021,1.05.2.1,Preliminary Design (30%),666000,30,199800,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,199800,0,RESOLVED_PHASE3G
P05,P05-CA02,P05-WP022,1.05.2.2,Final Design (100%),666000,70,466200,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,466200,0,RESOLVED_PHASE3G
P05,P05-CA03,P05-WP031,1.05.3.1,Bid Package & Solicitation,666000,35,233100,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,233100,0,RESOLVED_PHASE3G
P05,P05-CA03,P05-WP032,1.05.3.2,Award & Mobilization,666000,65,432900,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,432900,0,RESOLVED_PHASE3G
P05,P05-CA04,P05-WP041,1.05.4.1,Service Line Excavation & Replacement,8436000,77,6495720,8,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,6495720,0,RESOLVED_PHASE3G
P05,P05-CA04,P05-WP042,1.05.4.2,Property Restoration,8436000,18,1518480,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,1518480,0,RESOLVED_PHASE3G
P05,P05-CA04,P05-WP043,1.05.4.3,Water Quality Sampling & Verification,8436000,5,421800,0,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,421800,0,RESOLVED_PHASE3G
P05,P05-CA05,P05-WP051,1.05.5.1,Startup & Functional Testing,555000,100,555000,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,555000,0,RESOLVED_PHASE3G
P05,P05-CA06,P05-WP061,1.05.6.1,Documentation & Turnover,333000,75,249750,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,249750,0,RESOLVED_PHASE3G
P05,P05-CA06,P05-WP062,1.05.6.2,Financial Closeout,333000,25,83250,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,83250,0,RESOLVED_PHASE3G
P06,P06-CA01,P06-WP011,1.06.1.1,Needs Assessment,276000,55,151800,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,151800,0,RESOLVED_PHASE3G
P06,P06-CA01,P06-WP012,1.06.1.2,Project Definition,276000,45,124200,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,124200,0,RESOLVED_PHASE3G
P06,P06-CA02,P06-WP021,1.06.2.1,Preliminary Design (30%),759000,35,265650,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,265650,0,RESOLVED_PHASE3G
P06,P06-CA02,P06-WP022,1.06.2.2,Final Design (100%),759000,65,493350,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,493350,0,RESOLVED_PHASE3G
P06,P06-CA03,P06-WP031,1.06.3.1,Bid Package & Solicitation,897000,30,269100,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,269100,0,RESOLVED_PHASE3G
P06,P06-CA03,P06-WP032,1.06.3.2,Award & Mobilization,897000,70,627900,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,627900,0,RESOLVED_PHASE3G
P06,P06-CA04,P06-WP041,1.06.4.1,Meter Deployment & Installation,4071000,67,2727570,9,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,2727570,0,RESOLVED_PHASE3G
P06,P06-CA04,P06-WP042,1.06.4.2,Head-End System Integration,4071000,21,854910,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,854910,0,RESOLVED_PHASE3G
P06,P06-CA04,P06-WP043,1.06.4.3,Customer Data Migration & Validation,4071000,12,488520,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,488520,0,RESOLVED_PHASE3G
P06,P06-CA05,P06-WP051,1.06.5.1,Startup & Functional Testing,690000,100,690000,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,690000,0,RESOLVED_PHASE3G
P06,P06-CA06,P06-WP061,1.06.6.1,Documentation & Turnover,207000,70,144900,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,144900,0,RESOLVED_PHASE3G
P06,P06-CA06,P06-WP062,1.06.6.2,Financial Closeout,207000,30,62100,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,62100,0,RESOLVED_PHASE3G
P07,P07-CA01,P07-WP011,1.07.1.1,Needs Assessment,123000,50,61500,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,61500,0,RESOLVED_PHASE3G
P07,P07-CA01,P07-WP012,1.07.1.2,Project Definition,123000,50,61500,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,61500,0,RESOLVED_PHASE3G
P07,P07-CA02,P07-WP021,1.07.2.1,Preliminary Design (30%),369000,35,129150,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,129150,0,RESOLVED_PHASE3G
P07,P07-CA02,P07-WP022,1.07.2.2,Final Design (100%),369000,65,239850,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,239850,0,RESOLVED_PHASE3G
P07,P07-CA03,P07-WP031,1.07.3.1,Bid Package & Solicitation,410000,35,143500,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,143500,0,RESOLVED_PHASE3G
P07,P07-CA03,P07-WP032,1.07.3.2,Award & Mobilization,410000,65,266500,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,266500,0,RESOLVED_PHASE3G
P07,P07-CA04,P07-WP041,1.07.4.1,PRV Station Installation,2788000,64,1784320,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,1784320,0,RESOLVED_PHASE3G
P07,P07-CA04,P07-WP042,1.07.4.2,Zone Isolation Valve Installation,2788000,21,585480,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,585480,0,RESOLVED_PHASE3G
P07,P07-CA04,P07-WP043,1.07.4.3,Pressure Monitoring Instrumentation,2788000,15,418200,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,418200,0,RESOLVED_PHASE3G
P07,P07-CA05,P07-WP051,1.07.5.1,Startup & Functional Testing,287000,100,287000,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,287000,0,RESOLVED_PHASE3G
P07,P07-CA06,P07-WP061,1.07.6.1,Documentation & Turnover,123000,65,79950,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,79950,0,RESOLVED_PHASE3G
P07,P07-CA06,P07-WP062,1.07.6.2,Financial Closeout,123000,35,43050,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,43050,0,RESOLVED_PHASE3G
P08,P08-CA01,P08-WP011,1.08.1.1,Needs Assessment,138000,45,62100,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,62100,0,RESOLVED_PHASE3G
P08,P08-CA01,P08-WP012,1.08.1.2,Project Definition,138000,55,75900,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,75900,0,RESOLVED_PHASE3G
P08,P08-CA02,P08-WP021,1.08.2.1,Preliminary Design (30%),368000,35,128800,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,128800,0,RESOLVED_PHASE3G
P08,P08-CA02,P08-WP022,1.08.2.2,Final Design (100%),368000,65,239200,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,239200,0,RESOLVED_PHASE3G
P08,P08-CA03,P08-WP031,1.08.3.1,Bid Package & Solicitation,552000,32,176640,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,176640,0,RESOLVED_PHASE3G
P08,P08-CA03,P08-WP032,1.08.3.2,Award & Mobilization,552000,68,375360,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,375360,0,RESOLVED_PHASE3G
P08,P08-CA04,P08-WP041,1.08.4.1,Generator Installation,2990000,65,1943500,9,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,1943500,0,RESOLVED_PHASE3G
P08,P08-CA04,P08-WP042,1.08.4.2,Automatic Transfer Switch Installation,2990000,29,867100,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,867100,0,RESOLVED_PHASE3G
P08,P08-CA04,P08-WP043,1.08.4.3,Fuel Storage System Installation,2990000,6,179400,0,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,179400,0,RESOLVED_PHASE3G
P08,P08-CA05,P08-WP051,1.08.5.1,Startup & Functional Testing,414000,100,414000,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,414000,0,RESOLVED_PHASE3G
P08,P08-CA06,P08-WP061,1.08.6.1,Documentation & Turnover,138000,65,89700,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,89700,0,RESOLVED_PHASE3G
P08,P08-CA06,P08-WP062,1.08.6.2,Financial Closeout,138000,35,48300,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,48300,0,RESOLVED_PHASE3G
P09,P09-CA01,P09-WP011,1.09.1.1,Needs Assessment,234000,50,117000,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,117000,0,RESOLVED_PHASE3G
